gene,uniprot_id,inheritance
MEN1,O00255,Autosomal dominant
MEOX1,P50221,Autosomal recessive
MERTK,Q12866,Autosomal recessive
MESD,Q14696,Autosomal recessive
MESP2,Q0VG99,Autosomal recessive
MET,P08581,Autosomal dominant
MET,P08581,Autosomal recessive
METTL13,Q8N6R0,Autosomal dominant
METTL13,Q8N6R0,Autosomal recessive
METTL23,Q86XA0,Autosomal recessive
METTL5,Q9NRN9,Autosomal recessive
MFAP5,Q13361,Autosomal dominant
MFF,Q9GZY8,Autosomal recessive
MFN2,O95140,Autosomal dominant
MFN2,O95140,Autosomal recessive
MFRP,Q9BY79,Autosomal recessive
MFSD2A,Q8NA29,Autosomal recessive
MFSD8,Q8NHS3,Autosomal recessive
MGAT2,Q10469,Autosomal recessive
MGME1,Q9BQP7,Autosomal recessive
MGP,P08493,Autosomal recessive
MIA3,Q5JRA6,Autosomal recessive
MIB1,Q86YT6,Autosomal dominant
MICOS13,Q5XKP0,Autosomal recessive
MICU1,Q9BPX6,Autosomal recessive
MID1,O15344,X-linked recessive
MID2,Q9UJV3,X-linked recessive
MIEF2,Q96C03,Autosomal recessive
MINAR2,P59773,Autosomal recessive
MINPP1,Q9UNW1,Autosomal dominant
MINPP1,Q9UNW1,Autosomal recessive
MINPP1,Q9UNW1,Somatic mutation
MIP,P30301,Autosomal dominant
MIPEP,Q99797,Autosomal recessive
MITF,O75030,Autosomal dominant
MITF,O75030,Autosomal recessive
MKKS,V9GZ13,Autosomal recessive
MKKS,Q9NPJ1,Autosomal recessive
MKKS,Q9HB66,Autosomal recessive
MKRN3,Q13064,Autosomal dominant
MKS1,Q9NXB0,Autosomal recessive
MLC1,Q15049,Autosomal recessive
MLH1,P40692,Autosomal dominant
MLH1,P40692,Autosomal recessive
MLH3,Q9UHC1,Autosomal dominant
MLH3,Q9UHC1,Somatic mutation
MLIP,Q5VWP3,Autosomal recessive
MLLT10,P55197,Autosomal dominant
MLLT10,P55197,Somatic mutation
MLPH,Q9BV36,Autosomal recessive
MLYCD,O95822,Autosomal recessive
MMAA,Q8IVH4,Autosomal recessive
MMAB,Q96EY8,Autosomal recessive
MMACHC,Q9Y4U1,Autosomal recessive
MMADHC,Q9H3L0,Autosomal recessive
MME,P08473,Autosomal dominant
MME,P08473,Autosomal recessive
MMP1,P03956,Autosomal recessive
MMP13,P45452,Autosomal dominant
MMP13,P45452,Autosomal recessive
MMP19,Q99542,Autosomal dominant
MMP2,P08253,Autosomal recessive
MMP20,O60882,Autosomal recessive
MMP21,Q8N119,Autosomal recessive
MMP9,P14780,Autosomal recessive
MMUT,P22033,Autosomal recessive
MN1,Q10571,Autosomal dominant
MNS1,Q8NEH6,Autosomal recessive
MNX1,P50219,Autosomal dominant
MOCOS,Q96EN8,Autosomal recessive
MOCS1,Q9NZB8,Autosomal recessive
MOCS2,O96007,Autosomal recessive
MOG,Q16653,Autosomal dominant
MOGS,Q13724,Autosomal recessive
MORC2,Q9Y6X9,Autosomal dominant
MOV10L1,Q9BXT6,Autosomal recessive
MPC1,Q9Y5U8,Autosomal recessive
MPDU1,O75352,Autosomal recessive
MPDZ,O75970,Autosomal recessive
MPEG1,Q2M385,Autosomal dominant
MPI,P34949,Autosomal recessive
MPIG6B,O95866,Autosomal recessive
MPL,P40238,Autosomal dominant
MPL,P40238,Autosomal recessive
MPL,P40238,Somatic mutation
MPLKIP,Q8TAP9,Autosomal recessive
MPO,P05164,Autosomal dominant
MPO,P05164,Autosomal recessive
MPV17,P39210,Autosomal recessive
MPZ,P25189,Autosomal dominant
MPZ,P25189,Autosomal recessive
MPZL2,O60487,Autosomal recessive
MRAP,Q8TCY5,Autosomal recessive
MRAP2,Q96G30,Autosomal dominant
MRAS,O14807,Autosomal dominant
MRE11,P49959,Autosomal recessive
MRM2,Q9UI43,Autosomal recessive
MRPL12,P52815,Autosomal recessive
MRPL3,P09001,Autosomal recessive
MRPL44,Q9H9J2,Autosomal recessive
MRPS14,O60783,Autosomal recessive
MRPS16,Q9Y3D3,Autosomal recessive
MRPS2,Q9Y399,Autosomal recessive
MRPS22,P82650,Autosomal recessive
MRPS23,Q9Y3D9,Autosomal recessive
MRPS25,P82663,Autosomal recessive
MRPS28,Q9Y2Q9,Autosomal recessive
MRPS34,P82930,Autosomal recessive
MRPS7,Q9Y2R9,Autosomal recessive
MRTFA,Q969V6,Autosomal recessive
MS4A1,P11836,Autosomal recessive
MS4A2,Q01362,Autosomal dominant
MSH2,P43246,Autosomal dominant
MSH2,P43246,Autosomal recessive
MSH3,P20585,Autosomal recessive
MSH4,O15457,Autosomal dominant
MSH4,O15457,Autosomal recessive
MSH5,O43196,Autosomal recessive
MSH6,P52701,Autosomal dominant
MSH6,P52701,Autosomal recessive
MSH6,P52701,Somatic mutation
MSL3,Q8N5Y2,X-linked dominant
MSMO1,Q15800,Autosomal recessive
MSN,P26038,X-linked recessive
MSRB3,Q8IXL7,Autosomal recessive
MST1R,Q04912,Autosomal dominant
MSTN,O14793,Autosomal recessive
MSTO1,Q9BUK6,Autosomal dominant
MSTO1,Q9BUK6,Autosomal recessive
MSX1,P28360,Autosomal dominant
MSX2,P35548,Autosomal dominant
MTAP,Q13126,Autosomal dominant
MTFMT,Q96DP5,Autosomal recessive
MTHFD1,P11586,Autosomal recessive
MTHFR,P42898,Autosomal dominant
MTHFR,P42898,Autosomal recessive
MTHFS,P49914,Autosomal recessive
MTM1,Q13496,X-linked recessive
MTMR14,Q8NCE2,Autosomal dominant
MTMR2,Q13614,Autosomal recessive
MTNR1B,P49286,Autosomal dominant
MTO1,Q9Y2Z2,Autosomal recessive
MTOR,P42345,Autosomal dominant
MTPAP,Q9NVV4,Autosomal recessive
MTR,Q99707,Autosomal recessive
MTRFR,Q9H3J6,Autosomal recessive
MTRR,Q9UBK8,Autosomal recessive
MTTP,P55157,Autosomal dominant
MTTP,P55157,Autosomal recessive
MTX2,O75431,Autosomal recessive
MUC1,P15941,Autosomal dominant
MUC5B,Q9HC84,Autosomal dominant
MUC7,Q8TAX7,Autosomal dominant
MUSK,O15146,Autosomal recessive
MUTYH,Q9UIF7,Autosomal recessive
MVD,P53602,Autosomal dominant
MVK,Q03426,Autosomal dominant
MVK,Q03426,Autosomal recessive
MYBPC1,Q00872,Autosomal dominant
MYBPC1,Q00872,Autosomal recessive
MYBPC3,Q14896,Autosomal dominant
MYBPC3,Q14896,Autosomal recessive
MYCN,P04198,Autosomal dominant
MYD88,Q99836,Autosomal recessive
MYF5,P13349,Autosomal recessive
MYH11,P35749,Autosomal dominant
MYH11,P35749,Autosomal recessive
MYH14,Q7Z406,Autosomal dominant
MYH2,Q9UKX2,Autosomal dominant
MYH2,Q9UKX2,Autosomal recessive
MYH3,P11055,Autosomal dominant
MYH3,P11055,Autosomal recessive
MYH6,P13533,Autosomal dominant
MYH7,P12883,Autosomal dominant
MYH7,P12883,Autosomal recessive
MYH7,P12883,Digenic dominant
MYH8,P13535,Autosomal dominant
MYH9,P35579,Autosomal dominant
MYL1,P05976,Autosomal recessive
MYL11,Q96A32,Autosomal dominant
MYL11,Q96A32,Autosomal recessive
MYL2,P10916,Autosomal dominant
MYL2,P10916,Autosomal recessive
MYL3,P08590,Autosomal dominant
MYL3,P08590,Autosomal recessive
MYL4,P12829,Autosomal dominant
MYL9,P24844,Autosomal recessive
MYLK,Q15746,Autosomal dominant
MYLK,Q15746,Autosomal recessive
MYLK2,Q9H1R3,Autosomal dominant
MYLK2,Q9H1R3,Digenic dominant
MYMK,A6NI61,Autosomal recessive
MYO15A,Q9UKN7,Autosomal recessive
MYO18B,Q8IUG5,Autosomal recessive
MYO1E,Q12965,Autosomal recessive
MYO1H,Q8N1T3,Autosomal recessive
MYO3A,Q8NEV4,Autosomal recessive
MYO5A,Q9Y4I1,Autosomal recessive
MYO5B,Q9ULV0,Autosomal recessive
MYO6,Q9UM54,Autosomal dominant
MYO6,Q9UM54,Autosomal recessive
MYO7A,Q13402,Autosomal dominant
MYO7A,Q13402,Autosomal recessive
MYO9A,B2RTY4,Autosomal recessive
MYOC,Q99972,Autosomal dominant
MYOCD,Q8IZQ8,Autosomal dominant
MYOD1,P15172,Autosomal recessive
MYOF,Q9NZM1,Autosomal dominant
MYORG,Q6NSJ0,Autosomal recessive
MYOT,Q9UBF9,Autosomal dominant
MYOZ2,Q9NPC6,Autosomal dominant
MYPN,Q86TC9,Autosomal dominant
MYPN,Q86TC9,Autosomal recessive
MYRF,Q9Y2G1,Autosomal dominant
MYSM1,Q5VVJ2,Autosomal recessive
MYT1L,Q9UL68,Autosomal dominant
NAA10,P41227,X-linked
NAA10,P41227,X-linked dominant
NAA10,P41227,X-linked recessive
NAA15,Q9BXJ9,Autosomal dominant
NAA20,P61599,Autosomal recessive
NACC1,Q96RE7,Autosomal dominant
NADK2,Q4G0N4,Autosomal recessive
NADSYN1,Q6IA69,Autosomal recessive
NAE1,Q13564,Autosomal recessive
NAGA,P17050,Autosomal recessive
NAGLU,P54802,Autosomal dominant
NAGLU,P54802,Autosomal recessive
NAGS,Q8N159,Autosomal recessive
NALCN,Q8IZF0,Autosomal dominant
NALCN,Q8IZF0,Autosomal recessive
NANOS1,Q8WY41,Autosomal dominant
NANS,Q9NR45,Autosomal recessive
NAPB,Q9H115,Autosomal recessive
NARS1,O43776,Autosomal dominant
NARS1,O43776,Autosomal recessive
NARS2,Q96I59,Autosomal recessive
NAT2,P11245,Autosomal recessive
NAT8L,Q8N9F0,Autosomal recessive
NAXD,Q8IW45,Autosomal recessive
NAXE,Q8NCW5,Autosomal recessive
NBAS,A2RRP1,Autosomal recessive
NBEA,Q8NFP9,Autosomal dominant
NBEAL2,Q6ZNJ1,Autosomal recessive
NBN,O60934,Autosomal recessive
NCAPD2,Q15021,Autosomal recessive
NCAPD3,P42695,Autosomal recessive
NCAPG2,Q86XI2,Autosomal recessive
NCAPH,Q15003,Autosomal recessive
NCDN,Q9UBB6,Autosomal dominant
NCF1,P14598,Autosomal recessive
NCF2,P19878,Autosomal recessive
NCF4,Q15080,Autosomal recessive
NCKAP1L,P55160,Autosomal recessive
NCSTN,Q92542,Autosomal dominant
NDE1,Q9NXR1,Autosomal recessive
NDNF,Q8TB73,Autosomal dominant
NDP,Q00604,X-linked dominant
NDP,Q00604,X-linked recessive
NDRG1,Q92597,Autosomal recessive
NDST1,P52848,Autosomal recessive
NDUFA1,O15239,X-linked recessive
NDUFA10,O95299,Autosomal recessive
NDUFA11,Q86Y39,Autosomal recessive
NDUFA12,Q9UI09,Autosomal recessive
NDUFA13,Q9P0J0,Autosomal recessive
NDUFA2,O43678,Autosomal recessive
NDUFA4,O00483,Autosomal recessive
NDUFA6,P56556,Autosomal recessive
NDUFA8,P51970,Autosomal recessive
NDUFA9,Q16795,Autosomal recessive
NDUFAF1,Q9Y375,Autosomal recessive
NDUFAF2,Q8N183,Autosomal recessive
NDUFAF3,Q9BU61,Autosomal recessive
NDUFAF4,Q9P032,Autosomal recessive
NDUFAF5,Q5TEU4,Autosomal recessive
NDUFAF6,Q330K2,Autosomal recessive
NDUFAF8,A1L188,Autosomal recessive
NDUFB10,O96000,Autosomal recessive
NDUFB11,Q9NX14,X-linked
NDUFB11,Q9NX14,X-linked dominant
NDUFB3,O43676,Autosomal recessive
NDUFB7,P17568,Autosomal recessive
NDUFB8,O95169,Autosomal recessive
NDUFB9,Q9Y6M9,Autosomal recessive
NDUFC2,O95298,Autosomal recessive
NDUFS1,P28331,Autosomal recessive
NDUFS2,O75306,Autosomal recessive
NDUFS3,O75489,Autosomal recessive
NDUFS4,O43181,Autosomal recessive
NDUFS6,O75380,Autosomal recessive
NDUFS7,O75251,Autosomal recessive
NDUFS8,O00217,Autosomal recessive
NDUFV1,P49821,Autosomal recessive
NDUFV2,P19404,Autosomal recessive
NEB,P20929,Autosomal recessive
NECAP1,Q8NC96,Autosomal recessive
NECTIN1,Q15223,Autosomal recessive
NECTIN4,Q96NY8,Autosomal recessive
NEDD4L,Q96PU5,Autosomal dominant
NEFH,P12036,Autosomal dominant
NEFH,P12036,Autosomal recessive
NEFL,P07196,Autosomal dominant
NEFL,P07196,Autosomal recessive
NEK1,Q96PY6,Autosomal dominant
NEK1,Q96PY6,Autosomal recessive
NEK1,Q96PY6,Digenic recessive
NEK10,Q6ZWH5,Autosomal recessive
NEK2,P51955,Autosomal recessive
NEK8,Q86SG6,Autosomal recessive
NEK9,Q8TD19,Autosomal recessive
NEMF,O60524,Autosomal recessive
NEPRO,Q6NW34,Autosomal recessive
NEU1,Q99519,Autosomal recessive
NEUROD1,Q13562,Autosomal dominant
NEUROD2,Q15784,Autosomal dominant
NEUROG3,Q9Y4Z2,Autosomal recessive
NEXMIF,Q5QGS0,X-linked dominant
NEXN,Q0ZGT2,Autosomal dominant
NF1,P21359,Autosomal dominant
NF1,P21359,Somatic mutation
NF2,P35240,Autosomal dominant
NFASC,O94856,Autosomal recessive
NFATC2,Q13469,Autosomal recessive
NFE2L2,Q16236,Autosomal dominant
NFIA,Q12857,Autosomal dominant
NFIB,O00712,Autosomal dominant
NFIX,Q14938,Autosomal dominant
NFKB1,P19838,Autosomal dominant
NFKB2,Q00653,Autosomal dominant
NFKBIA,P25963,Autosomal dominant
NFS1,Q9Y697,Autosomal recessive
NFU1,Q9UMS0,Autosomal recessive
NGF,P01138,Autosomal recessive
NGLY1,Q96IV0,Autosomal recessive
NHERF1,O14745,Autosomal dominant
NHLH2,Q02577,Autosomal recessive
NHLRC1,Q6VVB1,Autosomal recessive
NHLRC2,Q8NBF2,Autosomal recessive
NHP2,Q9NX24,Autosomal recessive
NHS,Q6T4R5,X-linked
NHS,Q6T4R5,X-linked dominant
NIN,Q8N4C6,Autosomal recessive
NIPA1,Q7RTP0,Autosomal dominant
NIPAL4,Q0D2K0,Autosomal recessive
NIPBL,Q6KC79,Autosomal dominant
NKAP,Q8N5F7,X-linked recessive
NKX2-1,P43699,Autosomal dominant
NKX2-5,P52952,Autosomal dominant
NKX3-2,P78367,Autosomal recessive
NKX6-2,Q9C056,Autosomal recessive
NLGN1,Q8N2Q7,Autosomal dominant
NLGN3,Q9NZ94,Isolated cases
NLGN3,Q9NZ94,Multifactorial
NLGN3,Q9NZ94,X-linked
NLGN4X,Q8N0W4,Isolated cases
NLGN4X,Q8N0W4,Multifactorial
NLGN4X,Q8N0W4,X-linked
NLRC4,Q9NPP4,Autosomal dominant
NLRP1,Q9C000,Autosomal dominant
NLRP1,Q9C000,Autosomal recessive
NLRP12,P59046,Autosomal dominant
NLRP3,Q96P20,Autosomal dominant
NLRP7,Q8WX94,Autosomal recessive
NME5,P56597,Autosomal recessive
NME8,Q8N427,Autosomal recessive
NMNAT1,Q9HAN9,Autosomal recessive
NNT,Q13423,Autosomal recessive
NOBOX,O60393,Autosomal dominant
NOD2,Q9HC29,Autosomal dominant
NOD2,Q9HC29,Multifactorial
NODAL,Q96S42,Autosomal dominant
NOG,Q13253,Autosomal dominant
NOL3,O60936,Autosomal dominant
NONO,Q15233,X-linked
NOP10,Q9NPE3,Autosomal recessive
NOP56,O00567,Autosomal dominant
NOS1AP,O75052,Autosomal recessive
NOS3,P29474,Autosomal dominant
NOS3,P29474,Multifactorial
NOTCH1,P46531,Autosomal dominant
NOTCH2,Q04721,Autosomal dominant
NOTCH3,Q9UM47,Autosomal dominant
NOVA2,Q9UNW9,Autosomal dominant
NPC1,O15118,Autosomal recessive
NPC2,P61916,Autosomal recessive
NPHP1,O15259,Autosomal recessive
NPHP3,Q7Z494,Autosomal recessive
NPHP4,O75161,Autosomal recessive
NPHS1,O60500,Autosomal recessive
NPHS2,Q9NP85,Autosomal recessive
NPPA,P01160,Autosomal dominant
NPPA,P01160,Autosomal recessive
NPR2,P20594,Autosomal dominant
NPR2,P20594,Autosomal recessive
NPR3,P17342,Autosomal recessive
NPRL2,Q8WTW4,Autosomal dominant
NPRL3,Q12980,Autosomal dominant
NPTX1,Q15818,Autosomal dominant
NQO2,P16083,Autosomal dominant
NQO2,P16083,Somatic mutation
NR0B1,P51843,X-linked
NR0B1,P51843,X-linked recessive
NR0B2,Q15466,Autosomal dominant
NR0B2,Q15466,Autosomal recessive
NR0B2,Q15466,Multifactorial
NR1H4,Q96RI1,Autosomal recessive
NR2E3,Q9Y5X4,Autosomal dominant
NR2E3,Q9Y5X4,Autosomal recessive
NR2F1,P10589,Autosomal dominant
NR2F2,P24468,Autosomal dominant
NR3C1,P04150,Autosomal dominant
NR3C2,P08235,Autosomal dominant
NR4A2,P43354,Autosomal dominant
NR5A1,Q13285,Autosomal dominant
NRAS,P01111,Autosomal dominant
NRCAM,Q92823,Autosomal recessive
NRIP1,P48552,Autosomal dominant
NRL,P54845,Autosomal dominant
NRL,P54845,Autosomal recessive
NRROS,Q86YC3,Autosomal recessive
NRXN1,Q9ULB1,Autosomal recessive
NSD1,Q96L73,Autosomal dominant
NSD2,O96028,Autosomal dominant
NSDHL,Q15738,X-linked dominant
NSDHL,Q15738,X-linked recessive
NSF,P46459,Autosomal dominant
NSMCE2,Q96MF7,Autosomal recessive
NSMCE3,Q96MG7,Autosomal recessive
NSMF,Q6X4W1,Autosomal dominant
NSRP1,Q9H0G5,Autosomal recessive
NSUN2,Q08J23,Autosomal recessive
NSUN3,Q9H649,Autosomal recessive
NT5C2,P49902,Autosomal recessive
NT5C3A,Q9H0P0,Autosomal recessive
NT5E,P21589,Autosomal recessive
NTHL1,P78549,Autosomal recessive
NTN1,O95631,Autosomal dominant
NTNG2,Q96CW9,Autosomal recessive
NTRK1,P04629,Autosomal recessive
NTRK2,Q16620,Autosomal dominant
NUAK2,Q9H093,Autosomal recessive
NUBPL,Q8TB37,Autosomal recessive
NUDT15,Q9NV35,Autosomal dominant
NUDT2,P50583,Autosomal recessive
NUP107,P57740,Autosomal recessive
NUP133,Q8WUM0,Autosomal recessive
NUP155,O75694,Autosomal recessive
NUP160,Q12769,Autosomal recessive
NUP188,Q5SRE5,Autosomal recessive
NUP205,Q92621,Autosomal recessive
NUP214,P35658,Autosomal recessive
NUP37,Q8NFH4,Autosomal recessive
NUP62,P37198,Autosomal recessive
NUP85,Q9BW27,Autosomal recessive
NUP88,Q99567,Autosomal recessive
NUP93,Q8N1F7,Autosomal recessive
NUS1,Q96E22,Autosomal dominant
NUS1,Q96E22,Autosomal recessive
NXN,Q6DKJ4,Autosomal recessive
NYX,Q9GZU5,X-linked recessive
OAS1,P00973,Autosomal dominant
OAT,P04181,Autosomal recessive
OBSCN,Q5VST9,Autosomal recessive
OBSL1,O75147,Autosomal recessive
OCA2,Q04671,Autosomal recessive
OCLN,Q16625,Autosomal recessive
OCRL,Q01968,X-linked recessive
ODAD1,Q96M63,Autosomal recessive
ODAD2,Q5T2S8,Autosomal recessive
ODAD3,A5D8V7,Autosomal recessive
ODAD4,Q96NG3,Autosomal recessive
ODAPH,Q17RF5,Autosomal recessive
ODC1,P11926,Autosomal dominant
OFD1,O75665,X-linked dominant
OFD1,O75665,X-linked recessive
OGDH,Q02218,Autosomal recessive
OGDHL,Q9ULD0,Autosomal recessive
OGT,O15294,X-linked recessive
OPA1,O60313,Autosomal dominant
OPA1,O60313,Autosomal recessive
OPA3,Q9H6K4,Autosomal dominant
OPA3,Q9H6K4,Autosomal recessive
OPHN1,O60890,X-linked recessive
OPLAH,O14841,Autosomal dominant
OPLAH,O14841,Autosomal recessive
OPN1LW,P04000,X-linked
OPN1LW,P04000,X-linked recessive
OPN1MW,P04001,X-linked
OPN1MW,P04001,X-linked recessive
OPN1SW,P03999,Autosomal dominant
OPTN,Q96CV9,Autosomal dominant
OPTN,Q96CV9,Autosomal recessive
OR2J3,O76001,Autosomal dominant
ORAI1,Q96D31,Autosomal dominant
ORAI1,Q96D31,Autosomal recessive
ORC1,Q13415,Autosomal recessive
ORC4,O43929,Autosomal recessive
ORC6,Q9Y5N6,Autosomal recessive
OSBPL2,Q9H1P3,Autosomal dominant
OSGEP,Q9NPF4,Autosomal recessive
OSMR,Q99650,Autosomal dominant
OSTM1,Q86WC4,Autosomal recessive
OTC,P00480,X-linked
OTOA,Q7RTW8,Autosomal recessive
OTOF,Q9HC10,Autosomal recessive
OTOG,Q6ZRI0,Autosomal recessive
OTOGL,Q3ZCN5,Autosomal recessive
OTUD5,Q96G74,X-linked recessive
OTUD6B,Q8N6M0,Autosomal recessive
OTULIN,Q96BN8,Autosomal recessive
OTULIN,Q96BN8,Autosomal dominant
OTX2,P32243,Autosomal dominant
OVOL2,Q9BRP0,Autosomal dominant
OXCT1,P55809,Autosomal recessive
OXR1,Q8N573,Autosomal recessive
P2RX2,Q9UBL9,Autosomal dominant
P2RY12,Q9H244,Autosomal recessive
P3H1,Q32P28,Autosomal recessive
P3H2,Q8IVL5,Autosomal recessive
P4HA2,O15460,Autosomal dominant
P4HB,P07237,Autosomal dominant
P4HTM,Q9NXG6,Autosomal recessive
PABPN1,Q86U42,Autosomal dominant
PACS1,Q6VY07,Autosomal dominant
PACS2,Q86VP3,Autosomal dominant
PADI3,Q9ULW8,Autosomal recessive
PADI6,Q6TGC4,Autosomal recessive
PAFAH1B1,P43034,Autosomal dominant
PAH,P00439,Autosomal recessive
PAICS,P22234,Autosomal recessive
PAK1,Q13153,Autosomal dominant
PAK2,Q13177,Autosomal dominant
PAK3,O75914,X-linked recessive
PALB2,Q86YC2,Autosomal dominant
PALB2,Q86YC2,Somatic mutation
PALLD,Q8WX93,Autosomal dominant
PAM16,Q9Y3D7,Autosomal recessive
PANK2,Q9BZ23,Autosomal recessive
PANK4,Q9NVE7,Autosomal dominant
PANX1,Q96RD7,Autosomal dominant
PAPPA2,Q9BXP8,Autosomal recessive
PAPSS2,O95340,Autosomal recessive
PARK7,Q99497,Autosomal recessive
PARN,O95453,Autosomal dominant
PARN,O95453,Autosomal recessive
PARS2,Q7L3T8,Autosomal recessive
PATL2,C9JE40,Autosomal recessive
PAX1,P15863,Autosomal recessive
PAX2,Q02962,Autosomal dominant
PAX3,P23760,Autosomal dominant
PAX3,P23760,Autosomal recessive
PAX3,P23760,Somatic mutation
PAX4,O43316,Autosomal dominant
PAX4,O43316,Autosomal recessive
PAX6,P26367,Autosomal dominant
PAX7,P23759,Autosomal recessive
PAX7,P23759,Somatic mutation
PAX8,Q06710,Autosomal dominant
PAX9,P55771,Autosomal dominant
PBX1,P40424,Autosomal dominant
PC,P11498,Autosomal recessive
PCARE,A6NGG8,Autosomal recessive
PCBD1,P61457,Autosomal recessive
PCCA,P05165,Autosomal recessive
PCCB,P05166,Autosomal recessive
PCDH12,Q9NPG4,Autosomal recessive
PCDH15,Q96QU1,Autosomal recessive
PCDH15,Q96QU1,Digenic recessive
PCDH19,Q8TAB3,X-linked
PCDHGC4,Q9Y5F7,Autosomal recessive
PCGF2,P35227,Autosomal dominant
PCK1,P35558,Autosomal recessive
PCK2,Q16822,Autosomal recessive
PCLO,Q9Y6V0,Autosomal recessive
PCNA,P12004,Autosomal recessive
PCNT,O95613,Autosomal recessive
PCSK1,P29120,Autosomal recessive
PCSK9,Q8NBP7,Autosomal dominant
PCYT1A,P49585,Autosomal recessive
PCYT2,Q99447,Autosomal recessive
PDCD1,Q15116,Multifactorial
PDCD10,Q9BUL8,Autosomal dominant
PDCD6IP,Q8WUM4,Autosomal recessive
PDE10A,Q9Y233,Autosomal dominant
PDE10A,Q9Y233,Autosomal recessive
PDE11A,Q9HCR9,Autosomal dominant
PDE1C,Q14123,Autosomal dominant
PDE2A,O00408,Autosomal recessive
PDE3A,Q14432,Autosomal dominant
PDE4D,Q08499,Autosomal dominant
PDE6A,P16499,Autosomal recessive
PDE6B,P35913,Autosomal dominant
PDE6B,P35913,Autosomal recessive
PDE6C,P51160,Autosomal recessive
PDE6D,O43924,Autosomal recessive
PDE6G,P18545,Autosomal recessive
PDE6H,Q13956,Autosomal dominant
PDE6H,Q13956,Autosomal recessive
PDE8B,O95263,Autosomal dominant
PDGFB,P01127,Autosomal dominant
PDGFRA,P16234,Isolated cases
PDGFRA,P16234,Somatic mutation
PDGFRB,P09619,Autosomal dominant
PDHA1,P08559,X-linked dominant
PDHA2,P29803,Autosomal recessive
PDHB,P11177,Autosomal recessive
PDHX,O00330,Autosomal recessive
PDK3,Q15120,X-linked dominant
PDLIM4,P50479,Autosomal dominant
PDP1,Q9P0J1,Autosomal recessive
PDSS1,Q5T2R2,Autosomal recessive
PDSS2,Q86YH6,Autosomal recessive
PDX1,P52945,Autosomal dominant
PDX1,P52945,Autosomal recessive
PDXK,O00764,Autosomal recessive
PDYN,P01213,Autosomal dominant
PDZD7,Q9H5P4,Autosomal recessive
PDZD7,Q9H5P4,Digenic dominant
PDZD8,Q8NEN9,Autosomal recessive
PEPD,P12955,Autosomal recessive
PER2,O15055,Autosomal dominant
PER3,P56645,Autosomal dominant
PERP,Q96FX8,Autosomal dominant
PERP,Q96FX8,Autosomal recessive
PET100,P0DJ07,Autosomal recessive
PET117,Q6UWS5,Autosomal recessive
PEX1,O43933,Autosomal recessive
PEX10,O60683,Autosomal recessive
PEX11B,O96011,Autosomal recessive
PEX12,O00623,Autosomal recessive
PEX13,Q92968,Autosomal recessive
PEX14,O75381,Autosomal recessive
PEX16,Q9Y5Y5,Autosomal recessive
PEX19,P40855,Autosomal recessive
PEX2,P28328,Autosomal recessive
PEX26,Q7Z412,Autosomal recessive
PEX3,P56589,Autosomal recessive
PEX5,P50542,Autosomal recessive
PEX6,Q13608,Autosomal dominant
PEX6,Q13608,Autosomal recessive
PEX7,O00628,Autosomal recessive
PFKM,P08237,Autosomal recessive
PGAM2,P15259,Autosomal recessive
PGAP1,Q75T13,Autosomal recessive
PGAP2,Q9UHJ9,Autosomal recessive
PGAP3,Q96FM1,Autosomal recessive
PGK1,P00558,X-linked recessive
PGM1,P36871,Autosomal recessive
PGM2L1,Q6PCE3,Autosomal recessive
PGM3,O95394,Autosomal recessive
PGR,P06401,Autosomal recessive
PHACTR1,Q9C0D0,Autosomal dominant
PHB1,P35232,Autosomal dominant
PHB1,P35232,Somatic mutation
PHC1,P78364,Autosomal recessive
PHEX,P78562,X-linked dominant
PHF21A,Q96BD5,Autosomal dominant
PHF6,Q8IWS0,X-linked recessive
PHF8,Q9UPP1,X-linked recessive
PHGDH,O43175,Autosomal recessive
PHIP,Q8WWQ0,Autosomal dominant
PHKA1,P46020,X-linked recessive
PHKA2,P46019,X-linked recessive
PHKB,Q93100,Autosomal recessive
PHKG2,P15735,Autosomal recessive
PHOX2A,O14813,Autosomal recessive
PHOX2B,Q99453,Autosomal dominant
PHYH,O14832,Autosomal recessive
PHYKPL,Q8IUZ5,Autosomal recessive
PI4KA,P42356,Autosomal recessive
PI4KB,Q9UBF8,Autosomal dominant
PIBF1,Q8WXW3,Autosomal recessive
PIDD1,Q9HB75,Autosomal recessive
PIEZO1,Q92508,Autosomal dominant
PIEZO1,Q92508,Autosomal recessive
PIEZO2,Q9H5I5,Autosomal dominant
PIEZO2,Q9H5I5,Autosomal recessive
PIGA,P37287,X-linked recessive
PIGB,Q92521,Autosomal recessive
PIGC,Q92535,Autosomal recessive
PIGF,Q07326,Autosomal recessive
PIGG,Q5H8A4,Autosomal recessive
PIGH,Q14442,Autosomal recessive
PIGK,Q92643,Autosomal recessive
PIGL,Q9Y2B2,Autosomal recessive
PIGM,Q9H3S5,Autosomal recessive
PIGN,O95427,Autosomal recessive
PIGO,Q8TEQ8,Autosomal recessive
PIGP,P57054,Autosomal recessive
PIGQ,Q9BRB3,Autosomal recessive
PIGS,Q96S52,Autosomal recessive
PIGT,Q969N2,Autosomal dominant
PIGT,Q969N2,Autosomal recessive
PIGT,Q969N2,Somatic mutation
PIGU,Q9H490,Autosomal recessive
PIGV,Q9NUD9,Autosomal recessive
PIGW,Q7Z7B1,Autosomal recessive
